Date,Close,High,Low,Open,Volume
2015-01-02,24.2885799407959,24.75733433246641,23.848705532925308,24.746225733732643,212818400
2015-01-05,23.60433578491211,24.13751641456997,23.417723496745836,24.057539235374563,257142000
2015-01-06,23.606557846069336,23.866482831009517,23.244438480532743,23.668761942130114,263188400
2015-01-07,23.937576293945312,24.037546932280254,23.70430921125085,23.815388451593986,160423600
2015-01-08,24.8573055267334,24.915067190627752,24.148619623170894,24.266365009745527,237458000
2015-01-09,24.883962631225582,25.159438570127115,24.48407683690557,25.03058629252021,214798000
2015-01-12,24.27080535888672,25.02170014562612,24.170834756205902,25.015035664771943,198603200
2015-01-13,24.48630142211914,25.059470554809717,24.195274433127043,24.75511290800869,268367600
2015-01-14,24.392995834350582,24.5462839956195,24.104189202795,24.224154956136505,195826400
2015-01-15,23.7309684753418,24.45076146715001,23.695424000342893,24.437432500892253,240056000
2015-01-16,23.54657554626465,23.89980839171353,23.371070153170933,23.77762055635253,314053200
2015-01-20,24.15306854248047,24.20860815863042,23.659876479879365,23.95756800887451,199599600
2015-01-21,24.33745574951172,24.67291374557186,24.0530915462912,24.204159340685063,194303600
2015-01-22,24.970603942871094,24.9861549627274,24.375219376333437,24.495185113053783,215185600
2015-01-23,25.099462509155277,25.270523770445585,24.777331738637265,24.94839469486205,185859200
2015-01-26,25.12611389160156,25.40603394116577,25.05946739070896,25.26829512742661,222460000
2015-01-27,24.24636650085449,24.98837640334662,24.2219289424083,24.97504574741797,382274800
2015-01-28,25.61708641052246,26.241352712133768,25.61708641052246,26.132493867924392,585908400
2015-01-29,26.414634704589844,26.47906084545902,25.672624750212208,25.84146561266473,337745600
2015-01-30,26.028079986572266,26.65900905394729,25.959209727294347,26.30355593888149,334982000
2015-02-02,26.35465431213379,26.47462006941656,25.788151324610777,26.225803709068003,250956400
2015-02-03,26.359100341796875,26.45684890690884,26.1280553511909,26.325776235423373,207662800
2015-02-04,26.56125831604004,26.77230981740581,26.283560310243587,26.325770949503564,280598800
2015-02-05,26.75083923339844,26.81551963785816,26.59694441928312,26.768680754030893,168984800
2015-02-06,26.525577545166016,26.819983953766112,26.41851989584616,26.768685106844934,174826400
2015-02-09,26.701778411865234,26.72854155083096,26.414062756617167,26.44082759720668,155559200
2015-02-10,27.21474838256836,27.24374404124385,26.799904567106204,26.80213369344804,248034000
2015-02-11,27.852636337280277,27.861557949851104,27.32181315149291,27.382031909316503,294247200
2015-02-12,28.205034255981445,28.432531137638,28.006533042518136,28.11581982595189,297898000
2015-02-13,28.34330940246582,28.387915755172,28.02436904590916,28.387915755172,217088800
2015-02-17,28.51058959960937,28.744777236769615,28.307626753854027,28.434756747894973,252609600
2015-02-18,28.70908737182617,28.72246893751472,28.42583175284775,28.465978151536685,179566800
2015-02-19,28.64887046813965,28.778231291214368,28.622107333450757,28.65556125181187,149449600
2015-02-20,28.883056640625,28.883056640625,28.559656300973938,28.6867845875416,195793600
2015-02-23,29.663686752319336,29.663686752319336,28.918749871709704,28.99904269378574,283896400
2015-02-24,29.478565216064453,29.797507356812893,29.25552999154713,29.65030329185208,276912400
2015-02-25,28.72469711303711,29.35142877908934,28.5819547450075,29.34250546676133,298846800
2015-02-26,29.08824348449707,29.18860862007078,28.23848011832871,28.724695105583976,365150000
2015-02-27,28.651103973388672,29.12170839275284,28.602035955957557,28.994576692159352,248059200
2015-03-02,28.791616439819336,29.057028902654466,28.61542010912278,28.82730289267477,192386800
2015-03-03,28.851831436157227,28.88751788225004,28.5685758005716,28.76261872417201,151265200
2015-03-04,28.66893768310547,28.896434496946043,28.61987307938145,28.793840230187055,126665200
2015-03-05,28.19388008117676,28.71578162559271,28.048906862742268,28.67786605047672,226068400
2015-03-06,28.236257553100582,28.854064342812634,28.160426397654295,28.637719914497385,291368400
2015-03-09,28.3566951751709,28.89867248054021,27.892781551054448,28.53958397099825,354114000
2015-03-10,27.770116806030277,28.3745420717025,27.611761997824523,28.19388408094818,275426400
2015-03-11,27.263822555541992,27.8281013430904,27.234828591930796,27.823641387774657,275756000
2015-03-12,27.75672721862793,27.857094069691744,27.127768084796827,27.279432073886337,193450800
2015-03-13,27.564922332763672,27.968617242604044,27.339657983201462,27.745582020097828,207309200
2015-03-16,27.868242263793945,27.868242263793945,27.404330429180916,27.629594713206977,143497200
2015-03-17,28.334386825561523,28.396836397870317,28.0243680904406,28.0801268802339,204092400
2015-03-18,28.6533260345459,28.80722083278974,28.184952559187483,28.325464091308064,261083600
2015-03-19,28.43698501586914,28.827296574910484,28.414681838534307,28.71577898661296,183238000
2015-03-20,28.08013153076172,28.637717819416945,27.915085962093794,28.604263901299028,274780400
2015-03-23,28.3723087310791,28.515051128701085,28.21841389235832,28.35223637904957,150838800
2015-03-24,28.256328582763672,28.55742404536704,28.227332919212294,28.376767788779087,131369200
2015-03-25,27.51807975769043,28.285321317558797,27.51807975769043,28.222871739732,206620800
2015-03-26,27.709890365600582,27.85263274507692,27.344112805489548,27.37979925117033,190291600
2015-03-27,27.48908424377441,27.81248455422833,27.41325310401904,27.78349059519656,158184800
2015-03-30,28.184955596923828,28.191646379895,27.65636162109748,27.667514060465003,188398800
2015-03-31,27.75226593017578,28.21171783021109,27.73665353653254,28.122503422982597,168362400
2015-04-01,27.71212577819824,27.90616703003453,27.455634937713125,27.83925578412584,162485600
2015-04-02,27.95076942443848,28.00429739259133,27.698740276996347,27.886089016343043,128880400
2015-04-06,28.40353202819824,28.439218476535935,27.729966481247576,27.761191272731303,148776000
2015-04-07,28.104663848876957,28.575266518887044,28.097973065655605,28.46821058409864,140049200
2015-04-08,28.01322364807129,28.19165250699081,27.872712070268168,28.068982453780677,149316800
2015-04-09,28.22733688354492,28.231798540851795,27.803571327071094,28.06898208162467,129936000
2015-04-10,28.347776412963867,28.372310423545866,27.93739242072632,28.09128556700355,160752000
2015-04-13,28.29200935363769,28.675631797947226,28.23848139235825,28.631022043905137,145460400
